"","refmet_name","super_class","main_class","sub_class","formula","exactmass","inchi_key","pubchem_cid","standard","pubchem_sid","KEGGID","chebiid"
"54","Cholic acid","Sterol Lipids","Bile acids","C24 bile acids","C24H40O5","408.2876","BHQCQFFYRZLCQQ-OELDTZBJSA-N","221493",NA,3963,"C00695","16359"
"645","7-Ketodeoxycholic acid","Sterol Lipids","Bile acids","C24 bile acids","C24H38O5","406.2719","RHCPKKNRWFXMAT-RRWYKFPJSA-N","188292",NA,7232,"C04643","16390"
"821","Sphingosine","Sphingolipids","Sphingoid bases","Sphingosines","C18H37NO2","299.2824","WWUZIQQURGPMPG-KRWOKUGFSA-N","5280335",NA,3613,"C00319","16393"
"495","Pyridoxamine","Organoheterocyclic compounds","Pyridoxamines","Pyridoxamines","C8H12N2O2","168.0899","NHZMQXZHNVQTQA-UHFFFAOYSA-N","1052",NA,3816,"C00534","16410"
"682","Indoleacetic acid","Organoheterocyclic compounds","Indoles","Indole-3-acetic acid derivatives","C10H9NO2","175.0633","SEOVTRFCIGRIMH-UHFFFAOYSA-N","802",NA,4205,"C00954","16411"
"403","Valine","Organic acids","Amino acids and peptides","Amino acids","C5H11NO2","117.0790","KZSNJWFQEVHDMF-BYPYZUCNSA-N","6287",NA,3483,"C00183","16414"
"7","Androstenedione","Sterol Lipids","Steroids","C19 steroids","C19H26O2","286.1933","AEMFNILZOJDQLW-QAGGRKNESA-N","6128",NA,3575,"C00280","16422"
"678","Cytidine 5'-diphosphocholine","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside diphosphates","C14H26N4O11P2","488.1073","RZZPDXZPRHQOCG-OJAKKHQRSA-N","13804",NA,3601,"C00307","16436"
"357","N-Acetylhistidine","Organic acids","Amino acids and peptides","Amino acids","C8H11N3O3","197.0800","KBOJOGQFRVVWBH-ZETCQYMHSA-N","75619",NA,5906,"C02997","16437"
"472","Deoxyuridine","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleosides","C9H12N2O5","228.0746","MXHRCPNRJAMMIM-SHYZEUOFSA-N","13712",NA,2622,NA,"16450"
"521","Arginine","Organic acids","Amino acids and peptides","Amino acids","C6H14N4O2","174.1117","ODKSFYDXXFIFQN-BYPYZUCNSA-N","6322",NA,3362,"C00062","16467"
"775","beta-Estradiol","Sterol Lipids","Steroids","C18 steroids","C18H24O2","272.1776","VOXZDWNPVJITMN-ZBRFXRBCSA-N","5757",NA,2384,NA,"16469"
"3","NADPH","Nucleic acids","Nicotinamides","Nicotinamide dinucleotides","C21H30N7O17P3","745.0911","ACFIXJIJDZMPPO-NNYOXOHSSA-N","5884",NA,3307,"C00005","16474"
"224","2,6-Diaminopimelic acid","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O4","190.0954","GMKMEZVLHJARHF-SYDPRGILSA-N","99290",NA,3949,"C00680","16488"
"83","Lanosterol","Sterol Lipids","Sterols","Cholesterols","C30H50O","426.3862","CAHGCLMLTWQZNJ-BQNIITSRSA-N","246983",NA,2905,NA,"16521"
"55","Taurochenodeoxycholic acid","Sterol Lipids","Bile acids","C24 bile acids","C26H45NO6S","499.2968","BHTRKEVKTKCXOH-BJLOMENOSA-N","387316",NA,7825,"C05465","16525"
"609","Ketoisovaleric acid","Fatty Acyls","Fatty acids","Branched FA","C5H8O3","116.0473","QHKABHOOEWYVLI-UHFFFAOYSA-N","49",NA,3441,"C00141","16530"
"334","N-Acetylornithine","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O3","174.1004","JRLGPAXAGHMNOL-LURJTMIESA-N","439232",NA,3726,"C00437","16543"
"550","Sphinganine","Sphingolipids","Sphingoid bases","Sphinganines","C18H39NO2","301.2981","OTKJDMGTUTTYMP-ZWKOTPCHSA-N","91486",NA,4094,"C00836","16566"
"546","Pregnenolone","Sterol Lipids","Steroids","C21 steroids","C21H32O2","316.2402","ORNBQBCIOKFOEO-QGVNFLHTSA-N","8955",NA,3095,NA,"16581"
"693","6-Aminocaproic acid","Fatty Acyls","Fatty acids","Amino FA","C6H13NO2","131.0946","SLXKOJJOQWFEFD-UHFFFAOYSA-N","564",NA,5420,"C02378","16586"
"27","Spermidine","Organic nitrogen compounds","Amines","Dialkylamines","C7H19N3","145.1579","ATHGHQPFGPMSJY-UHFFFAOYSA-N","1102",NA,3609,"C00315","16610"
"88","Methylguanidine","Organic nitrogen compounds","Guanidines","Guanidines","C2H7N3","73.0640","CHJJGSNFBQVOTG-UHFFFAOYSA-N","10111",NA,5350,"C02294","16628"
"173","Methionine","Organic acids","Amino acids and peptides","Amino acids","C5H11NO2S","149.0511","FFEARJCKVFRZRR-BYPYZUCNSA-N","6137",NA,3373,"C00073","16643"
"783","Hypotaurine","Organic acids","Sulfinic acids","Sulfinic acids","C2H7NO2S","109.0198","VVIUBCNYACGLLV-UHFFFAOYSA-N","107812",NA,3802,"C00519","16668"
"217","Quinolinic acid","Organoheterocyclic compounds","Pyridines","Pyridinecarboxylic acids","C7H5NO4","167.0219","GJAWHXHKYYXBSV-UHFFFAOYSA-N","1066",NA,6487,"C03722","16675"
"931","S-Adenosylhomocysteine","Carbohydrates","Glycosyl compounds","Glycosylamines","C14H20N6O5S","384.1216","ZJUKTBDSGOFHSH-WFMPWKQPSA-N","439155",NA,3323,"C00021","16680"
"139","UMP","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside monophosphates","C9H13N2O9P","324.0359","DJJCXFVJDGTHFX-XVFCMESISA-N","6030",NA,3405,"C00105","16695"
"152","Uridine","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","C9H12N2O6","244.0695","DRTQHJPVMGBUCF-XVFCMESISA-N","6029",NA,3275,NA,"16704"
"207","Adenine","Nucleic acids","Purines","6-aminopurines","C5H5N5","135.0545","GFFGJBXGBJISGV-UHFFFAOYSA-N","190",NA,2101,NA,"16708"
"446","Pyridoxine","Organoheterocyclic compounds","Pyridoxines","Pyridoxines","C8H11NO3","169.0739","LXNHXLLTXMVWPM-UHFFFAOYSA-N","1054",NA,3123,NA,"16709"
"165","N-Acetyl-D-tryptophan","Organic acids","Amino acids and peptides","Amino acids","C13H14N2O3","246.1004","DZTHIGRZJZPRDV-GFCCVEGCSA-N","439917",NA,6026,"C03137","16734"
"664","Chenodeoxycholic acid","Sterol Lipids","Bile acids","C24 bile acids","C24H40O4","392.2927","RUDATBOHQWOJDD-BSWAIDMHSA-N","10133",NA,5536,"C02528","16755"
"863","ADP","Nucleic acids","Purines","Purine ribonucleoside diphosphates","C10H15N5O10P2","427.0294","XTWYTFMLZFPYCI-KQYNXXCUSA-N","6022",NA,3310,"C00008","16761"
"22","Tryptamine","Organoheterocyclic compounds","Indoles","Tryptamines","C10H12N2","160.1000","APJYDQYYACXCRM-UHFFFAOYSA-N","1150",NA,3688,"C00398","16765"
"411","1-Methyl nicotinamide","Organoheterocyclic compounds","Pyridinecarboxylic acids","Nicotinamides","C7H9N2O","137.0715","LDHMAVIPBRSVRG-UHFFFAOYSA-O","457",NA,2394,NA,"16797"
"118","Dehydroepiandrosterone sulfate","Sterol Lipids","Steroid conjugates","Steroid sulfates","C19H28O5S","368.1657","CZWCKYRVOZZJNM-USOAJAOKSA-N","12594",NA,7160,"C04555","16814"
"539","Corticosterone","Sterol Lipids","Steroids","C21 steroids","C21H30O4","346.2144","OMFXVFTZEKFJBZ-HJTSIMOOSA-N","5753",NA,5219,"C02140","16827"
"614","Tryptophan","Organic acids","Amino acids and peptides","Amino acids","C11H12N2O2","204.0899","QIVBCDIJIAJPQS-VIFPVBQESA-N","6305",NA,3378,"C00078","16828"
"505","3-Hydroxymethylglutaric acid","Fatty Acyls","Fatty acids","Hydroxy FA","C6H10O5","162.0528","NPOAOTPXWNWTSH-UHFFFAOYSA-N","1662",NA,6518,"C03761","16831"
"669","Glutathione","Organic acids","Amino acids and peptides","Peptides","C10H17N3O6S","307.0838","RWSXRVCMGQZWBV-WDSKDSINSA-N","124886",NA,3353,"C00051","16856"
"38","Threonine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO3","119.0582","AYFVYJQAPQTCCC-GBXIJSLDSA-N","6288",NA,3488,"C00188","16857"
"76","gamma-Aminobutyric acid","Fatty Acyls","Fatty acids","Amino FA","C4H9NO2","103.0633","BTCSSZJGUNDROE-UHFFFAOYSA-N","119",NA,3628,"C00334","16865"
"706","sn-Glycero-3-phosphocholine","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C8H20NO6P","257.1028","SUHOQUVVVLNYQR-MRVPVSSYSA-N","657272",NA,2850,NA,"16870"
"688","Indole","Organoheterocyclic compounds","Indoles","Indoles","C8H7N","117.0578","SIKJAQJRHWYJAI-UHFFFAOYSA-N","798",NA,2822,NA,"16881"
"892","Sphinganine 1-phosphate","Sphingolipids","Sphingoid bases","Sphingoid base 1-P","C18H40NO5P","381.2644","YHEDRJPUIRMZMP-ZWKOTPCHSA-N","644260",NA,4351,"C01120","16893"
"65","NADH","Nucleic acids","Nicotinamides","Nicotinamide dinucleotides","C21H29N7O14P2","665.1248","BOPGDPNILDQYTO-NNYOXOHSSA-N","439153",NA,3306,"C00004","16908"
"891","Salicylic acid","Benzenoids","Benzoic acids","Salicylic acids","C7H6O3","138.0317","YGSDEFSMJLZEOE-UHFFFAOYSA-N","338",NA,4063,"C00805","16914"
"110","Creatine","Organic acids","Amino acids and peptides","Amino acids","C4H9N3O2","131.0695","CVSVTCORWBXHQV-UHFFFAOYSA-N","586",NA,3594,"C00300","16919"
"564","trans-Cyclohexane-1,2-diol","Organic oxygen compounds","Alcohols and polyols","Cyclohexanols","C6H12O2","116.0837","PFURGBBHAOXLIO-PHDIDXHHSA-N","92886",NA,6502,"C03739","16931"
"889","Kynurenine","Organic oxygen compounds","Butyrophenones","Butyrophenones","C10H12N2O3","208.0848","YGPSJZOEDVAXAB-QMMMGPOBSA-N","161166",NA,3622,"C00328","16946"
"725","beta-Alanine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO2","89.0477","UCMIRNVEIXFBKS-UHFFFAOYSA-N","239",NA,3399,"C00099","16958"
"703","ADP-ribose","Nucleic acids","Purines","Purine ribonucleoside diphosphates","C15H23N5O14P2","559.0717","SRNWOUGRCWSEMX-TYASJMOZSA-N","33576",NA,8173188,NA,"16960"
"456","Cortisone","Sterol Lipids","Steroids","C21 steroids","C21H28O5","360.1937","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","222786",NA,4024,"C00762","16962"
"313","5-Hydroxymethyluracil","Nucleic acids","Pyrimidines","Pyrimidines","C5H6N2O3","142.0378","JDBGXEHEIRGOBU-UHFFFAOYSA-N","78168",NA,5986,"C03088","16964"
"922","11-Deoxycorticosterone","Sterol Lipids","Steroids","C21 steroids","C21H30O3","330.2195","ZESRJSPZRDMNHY-YFWFAHHUSA-N","6166",NA,6081,"C03205","16973"
"585","Imidazoleacetic acid","Organoheterocyclic compounds","Imidazoles","Imidazolyl carboxylic acids","C5H6N2O2","126.0429","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","96215",NA,5778,"C02835","16974"
"618","Alanine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO2","89.0477","QNAYBMKLOCPYGJ-REOHCLBHSA-N","5950",NA,3343,"C00041","16977"
"70","Bilirubin","Organoheterocyclic compounds","Tetrapyrroles","Tetrapyrroles","C33H36N4O6","584.2635","BPYKTIZUTYGOLE-IFADSCNNSA-N","5280352",NA,3769,"C00486","16990"
"465","Oxalic acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C2H2O4","89.9953","MUBZPKHOEPUJKR-UHFFFAOYSA-N","971",NA,3509,"C00209","16995"
"241","dTMP","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleoside monophosphates","C10H15N2O8P","322.0566","GYOZYWVXFNDGLU-XLPZGREQSA-N","9700",NA,3655,"C00364","17013"
"29","Riboflavin","Organoheterocyclic compounds","Alloxazines and isoalloxazines","Flavins","C17H20N4O6","376.1383","AUNGANRZJHBGPY-SCRDCRAPSA-N","493570",NA,3554,"C00255","17015"
"651","Progesterone","Sterol Lipids","Steroids","C21 steroids","C21H30O2","314.2246","RJKFOVLPORLFTN-LEKSSAKUSA-N","5994",NA,3700,"C00410","17026"
"92","Aspartic acid","Organic acids","Amino acids and peptides","Amino acids","C4H7NO4","133.0375","CKLJMWTZIZZHCS-REOHCLBHSA-N","5960",NA,3351,"C00049","17053"
"781","Guanidinosuccinic acid","Organic acids","Amino acids and peptides","Amino acids","C5H9N3O4","175.0593","VVHOUVWJCQOYGG-REOHCLBHSA-N","439918",NA,6028,"C03139","17072"
"580","Phosphoribosyl pyrophosphate","Carbohydrates","Monosaccharides","Monosaccharide phosphates","C5H13O14P3","389.9518","PQGCEDQWHSBAJP-TXICZTDVSA-N","7339",NA,3419,"C00119","17111"
"462","Serine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO3","105.0426","MTCFGRXMJLQNBG-REOHCLBHSA-N","5951",NA,3365,"C00065","17115"
"732","Cysteamine","Organosulfur compounds","Thiols","Alkylthiols","C2H7NS","77.0299","UFULAYFCSOUIOV-UHFFFAOYSA-N","6058",NA,4821,"C01678","17141"
"373","Putrescine","Fatty Acyls","Fatty amines","Monoalkylamines","C4H12N2","88.1000","KIDHWZJUCRJVML-UHFFFAOYSA-N","1045",NA,3434,"C00134","17148"
"132","Niacinamide","Organoheterocyclic compounds","Pyridinecarboxylic acids","Nicotinamides","C6H6N2O","122.0480","DFPAKSUCGFBDDF-UHFFFAOYSA-N","936",NA,3003,NA,"17154"
"824","Gentisic acid","Benzenoids","Benzoic acids","Hydroxybenzoic acids","C7H6O4","154.0266","WXTMDXOMEHJXQO-UHFFFAOYSA-N","3469",NA,3901,"C00628","17189"
"13","Isoleucine","Organic acids","Amino acids and peptides","Amino acids","C6H13NO2","131.0946","AGPKZVBTJJNPAG-WHFBIAKZSA-N","6306",NA,3697,"C00407","17191"
"126","Asparagine","Organic acids","Amino acids and peptides","Amino acids","C4H8N2O3","132.0535","DCXYFEDJOCDNAF-REOHCLBHSA-N","6267",NA,3452,"C00152","17196"
"248","UDP-glucuronic acid","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside diphosphates","C15H22N2O18P2","580.0343","HDYANYHVCAPMJV-LXQIFKJMSA-N","17473",NA,3467,"C00167","17200"
"900","Gly-Gly","Organic acids","Amino acids and peptides","Dipeptides","C4H8N2O3","132.053493","YMAWOPBAYDPSLA-UHFFFAOYSA-N","11163",NA,5129,"C02037","17201"
"541","Proline","Organic acids","Amino acids and peptides","Amino acids","C5H9NO2","115.0633","ONIBWKKTOPOVIA-BYPYZUCNSA-N","145742",NA,3448,"C00148","17203"
"953","CDP","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside diphosphates","C9H15N3O11P2","403.0182","ZWIADYZPOWUWEW-XVFCMESISA-N","6132",NA,3412,"C00112","17239"
"138","Monoethylhexyl phthalic acid","Benzenoids","Benzoic acids","Benzoic acid esters","C16H22O4","278.1518","DJDSLBVSSOQSLW-UHFFFAOYSA-N","20393",NA,6186,"C03343","17243"
"120","17alpha-Hydroxyprogesterone","Sterol Lipids","Steroids","C21 steroids","C21H30O3","330.2195","DBPWSSGDRRHUNT-CEGNMAFCSA-N","6238",NA,4403,"C01176","17252"
"538","Deoxyadenosine","Nucleic acids","Purines","Purine deoxyribonucleosides","C10H13N5O3","251.1018","OLXZPDWKRNYJJZ-RRKCRQDMSA-N","13730",NA,2617,NA,"17256"
"146","Estrone","Sterol Lipids","Steroids","C18 steroids","C18H22O2","270.1620","DNXHEGUUPJUMQT-CBZIJGRNSA-N","5870",NA,2687,NA,"17263"
"151","Phosphocreatine","Organic acids","Amino acids and peptides","Amino acids","C4H10N3O5P","211.0358","DRBBFCLWYRJSJZ-UHFFFAOYSA-N","9548602",NA,5359,"C02305","17287"
"99","Phenylalanine","Organic acids","Amino acids and peptides","Amino acids","C9H11NO2","165.0790","COLNVLDHVKWLRT-QMMMGPOBSA-N","6140",NA,3379,"C00079","17295"
"233","Maltose","Carbohydrates","Disaccharides","Disaccharides","C12H22O11","342.1162","GUBGYTABKSRVRQ-PICCSMPSSA-N","439186",NA,2925,NA,"17306"
"627","Pyridoxal","Organoheterocyclic compounds","Pyridine carboxaldehydes","Pyridoxals","C8H9NO3","167.0582","RADKZDMFGJYCBB-UHFFFAOYSA-N","1050",NA,3119,NA,"17310"
"234","N1-Acetylspermine","Organic acids","Carboxylic acids","Acetamides","C12H28N4O","244.2263","GUNURVWAJRRUAV-UHFFFAOYSA-N","916",NA,5564,"C02567","17312"
"184","Retinol","Prenol Lipids","Isoprenoids","Retinoids","C20H30O","286.2297","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","445354",NA,3756,"C00473","17336"
"467","Testosterone","Sterol Lipids","Steroids","C19 steroids","C19H28O2","288.2089","MUMGGOZAMZWBJJ-DYKIIFRCSA-N","6013",NA,3817,"C00535","17347"
"284","CMP","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside monophosphates","C9H14N3O8P","323.0519","IERHLVCPSMICTF-XVFCMESISA-N","6131",NA,3357,"C00055","17361"
"183","Ribulose 5-phosphate","Carbohydrates","Monosaccharides","Monosaccharide phosphates","C5H11O8P","230.0192","FNZLKVNUWIIPSJ-UHNVWZDZSA-N","439184",NA,3499,"C00199","17363"
"761","Hydroxykynurenine","Organic oxygen compounds","Butyrophenones","Butyrophenones","C10H12N2O4","224.0797","VCKPUUFAIGNJHC-LURJTMIESA-N","11811",NA,6099,"C03227","17380"
"593","Caffeic acid","Polyketides","Cinnamic acids","Hydroxycinnamic acids","C9H8O4","180.0423","QAIPRVGONGVQAS-RQOWECAXSA-N","1549111",NA,8144155,NA,"17395"
"275","4-Pyridoxic acid","Organoheterocyclic compounds","Pyridines","Pyridinecarboxylic acids","C8H9NO4","183.0532","HXACOUQIXZGNBF-UHFFFAOYSA-N","6723",NA,4104,"C00847","17405"
"622","Agmatine","Organic nitrogen compounds","Guanidines","Guanidines","C5H14N4","130.1218","QYPPJABKJHAVHS-UHFFFAOYSA-N","199",NA,3479,"C00179","17431"
"843","Homocitrulline","Organic acids","Amino acids and peptides","Amino acids","C7H15N3O3","189.1113","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","65072",NA,5455,"C02427","17443"
"290","Cystathionine","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O4S","222.0674","ILRYLPWNYFXEMH-WHFBIAKZSA-N","439258",NA,5347,"C02291","17482"
"302","3',5' cyclic AMP","Nucleic acids","Purines","Purine ribonucleoside monophosphates","C10H12N5O6P","329.0525","IVOMOUWHDPKRLL-KQYNXXCUSA-N","6076",NA,3854,"C00575","17489"
"856","CAR(16:0)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H45NO4","399.3349","XOMRRQXKHMYMOC-OAQYLSRUSA-N","11953816",NA,2401,NA,"17490"
"817","5'-Methylthioadenosine","Nucleic acids","Purines","Purine ribonucleosides","C11H15N5O3S","297.0896","WUUGFSXJNOTRMR-IOSLPCCCSA-N","439176",NA,2052,NA,"17509"
"650","gamma-Glutamylcysteine","Organic acids","Amino acids and peptides","Dipeptides","C8H14N2O5S","250.0623","RITKHVBHSGLULN-WHFBIAKZSA-N","123938",NA,3938,"C00669","17515"
"640","N-Acetylglutamic acid","Organic acids","Amino acids and peptides","Amino acids","C7H11NO5","189.0637","RFMMMVDNIPUKGG-YFKPBYRVSA-N","70914",NA,3897,"C00624","17533"
"927","5-Amino-levulinic acid","Fatty Acyls","Fatty acids","Amino FA","C5H9NO3","131.0582","ZGXJTSGNIOSYLO-UHFFFAOYSA-N","137",NA,3719,"C00430","17549"
"705","Phosphoethanolamine","Organic acids","Phosphate esters","Phosphoethanolamines","C2H8NO4P","141.0191","SUHOOTKUPISOBE-UHFFFAOYSA-N","1015",NA,3639,"C00346","17553"
"866","Cysteine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO2S","121.0198","XUJNEKJLAYXESH-REOHCLBHSA-N","5862",NA,3397,"C00097","17561"
"736","Cytidine","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","C9H13N3O5","243.0855","UHDGCWIWMRVCDJ-XVFCMESISA-N","6175",NA,2561,NA,"17562"
"299","Uracil","Nucleic acids","Pyrimidines","Pyrimidines","C4H4N2O2","112.0273","ISAKRJDGNUQOIC-UHFFFAOYSA-N","1174",NA,3272,NA,"17568"
"176","Homocysteine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO2S","135.0354","FFFHZYDWPBMWHY-VKHMYHEASA-N","91552",NA,3455,"C00155","17588"
"572","4-Aminophenol","Benzenoids","Phenols","Aminophenols","C6H7NO","109.0528","PLIKAWJENQZMHA-UHFFFAOYSA-N","403",NA,2361,NA,"17602"
"581","N(6)-Methyllysine","Organic acids","Amino acids and peptides","Amino acids","C7H16N2O2","160.1212","PQNASZJZHFPQLE-LURJTMIESA-N","164795",NA,5690,"C02728","17604"
"391","trans-Ferulic acid","Polyketides","Cinnamic acids","Hydroxycinnamic acids","C10H10O4","194.0579","KSEBMYQBYZTDHS-HWKANZROSA-N","445858",NA,4664,"C01494","17620"
"338","dUMP","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleoside monophosphates","C9H13N2O8P","308.0410","JSRLJPSBLDHEIO-SHYZEUOFSA-N","65063",NA,3656,"C00365","17622"
"260","Citraconic acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C5H6O4","130.0266","HNEGQIOMVPPMNR-IHWYPQMZSA-N","643798",NA,5291,"C02226","17626"
"756","4-Acetamidobutanoic acid","Organic acids","Amino acids and peptides","Amino acids","C6H11NO3","145.0739","UZTFMUBKZQVKLK-UHFFFAOYSA-N","18189",NA,5865,"C02946","17645"
"350","Cortisol","Sterol Lipids","Steroids","C21 steroids","C21H30O5","362.2093","JYGXADMDTFJGBT-VWUMJDOOSA-N","5754",NA,3998,"C00735","17650"
"829","UDP","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside diphosphates","C9H14N2O12P2","404.0022","XCCTYIAWTASOJW-XVFCMESISA-N","6031",NA,3317,"C00015","17659"
"558","CTP","Nucleic acids","Pyrimidines","Pyrimidine ribonucleoside triphosphates","C9H16N3O14P3","482.9845","PCDQPRRSZKQHHS-XVFCMESISA-N","6176",NA,3363,"C00063","17677"
"638","Glycocholic acid","Sterol Lipids","Bile acids","C24 bile acids","C26H43NO6","465.3090","RFDAIACWWDREDC-FRVQLJSFSA-N","10140",NA,5027,"C01921","17687"
"468","N-Acetylserotonin","Organoheterocyclic compounds","Tryptamines","Serotonins","C12H14N2O2","218.1055","MVAWJSIDNICKHF-UHFFFAOYSA-N","903",NA,2970,NA,"17697"
"378","Mevalonic acid","Fatty Acyls","Fatty acids","Hydroxy FA","C6H12O4","148.0736","KJTLQQUUPVSXIM-ZCFIWIBFSA-N","439230",NA,3708,"C00418","17710"
"435","Xanthine","Nucleic acids","Purines","Xanthines","C5H4N4O2","152.0334","LRFVTYWOQMYALW-UHFFFAOYSA-N","1188",NA,3286,NA,"17712"
"171","Dimethylglycine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO2","103.0633","FFDGPVCHZBVARC-UHFFFAOYSA-N","673",NA,4271,"C01026","17724"
"33","Desmosterol","Sterol Lipids","Sterols","Cholesterols","C27H44O","384.3392","AVSXSVCZWQODGV-DPAQBDIFSA-N","439577",NA,4928,"C01802","17737"
"295","Thymidine","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleosides","C10H14N2O5","242.0903","IQFYYKKMVGJFEH-XLPZGREQSA-N","5789",NA,3221,NA,"17748"
"398","Betaine","Organic acids","Amino acids and peptides","Amino acids","C5H11NO2","117.0790","KWIUHFFTVRNATP-UHFFFAOYSA-N","247",NA,2165,NA,"17750"
"154","N6-Acetyllysine","Organic acids","Amino acids and peptides","Amino acids","C8H16N2O3","188.1161","DTERQYGMUDWYAZ-ZETCQYMHSA-N","92832",NA,5689,"C02727","17752"
"560","Glycerol","Carbohydrates","Monosaccharides","Sugar alcohols","C3H8O3","92.0473","PEDCQBHIVMGVHV-UHFFFAOYSA-N","753",NA,2769,NA,"17754"
"381","N-Acetylputrescine","Organic acids","Carboxylic acids","Acetamides","C6H14N2O","130.1106","KLZGKIDSEJWEDW-UHFFFAOYSA-N","122356",NA,5677,"C02714","17768"
"414","Uric acid","Nucleic acids","Purines","Xanthines","C5H4N4O3","168.0283","LEHOTFFKMJEONL-UHFFFAOYSA-N","1175",NA,3273,NA,"17775"
"410","5-Hydroxy-tryptophan","Organic acids","Amino acids and peptides","Amino acids","C11H12N2O3","220.0848","LDCYZAJDBXYCGN-VIFPVBQESA-N","439280",NA,3916,"C00643","17780"
"823","N-Acetylleucine","Organic acids","Amino acids and peptides","Amino acids","C8H15NO3","173.1052","WXNXCEHXYPACJF-ZETCQYMHSA-N","70912",NA,5673,"C02710","17786"
"547","3-Phosphoglyceric acid","Organic acids","Short-chain acids","Short-chain acids","C3H7O7P","185.9929","OSJPPGNTCRNQQC-UWTATZPHSA-N","439183",NA,3497,"C00197","17794"
"588","Pseudouridine","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","C9H12N2O6","244.0695","PTJWIQPHWPFNBW-GBNDHIKLSA-N","15047",NA,5155,"C02067","17802"
"240","2-Phosphoglyceric acid","Organic acids","Short-chain acids","Short-chain acids","C3H7O7P","185.9929","GXIURPTVHJPJLF-UWTATZPHSA-N","439278",NA,3904,"C00631","17835"
"904","Oxidized glutathione","Organic acids","Amino acids and peptides","Peptides","C20H32N6O12S2","612.1520","YPZRWBKMTBYPTK-BJDJZHNGSA-N","65359",NA,3427,"C00127","17858"
"319","Glutaric acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C5H8O4","132.0423","JFCQEDHGNNZCLN-UHFFFAOYSA-N","743",NA,3772,"C00489","17859"
"358","3-Ketosphinganine","Sphingolipids","Sphingoid bases","Sphinganines","C18H37NO2","299.2824","KBUNOSOGGAARKZ-KRWDZBQOSA-N","439853",NA,5855,"C02934","17862"
